timestamp,temperature
2021-07-12 23:43:52.549000+00:00,24.85
2021-07-12 23:44:22.549000+00:00,24.8
2021-07-12 23:44:52.549000+00:00,24.8
2021-07-12 23:45:22.549000+00:00,24.85
2021-07-12 23:45:52.549000+00:00,24.85
2021-07-12 23:46:22.549000+00:00,24.85
2021-07-12 23:46:52.549000+00:00,24.8
2021-07-12 23:47:22.549000+00:00,24.8
2021-07-12 23:47:52.549000+00:00,24.8
2021-07-12 23:48:22.549000+00:00,24.8
2021-07-12 23:48:52.549000+00:00,24.8
2021-07-12 23:49:22.549000+00:00,24.8
2021-07-12 23:49:52.549000+00:00,24.8
2021-07-12 23:50:22.549000+00:00,24.8
2021-07-12 23:50:52.549000+00:00,24.8
2021-07-12 23:51:22.549000+00:00,24.8
2021-07-12 23:51:52.549000+00:00,24.8
2021-07-12 23:52:22.549000+00:00,24.8
2021-07-12 23:52:52.549000+00:00,24.8
2021-07-12 23:53:22.549000+00:00,24.8
2021-07-12 23:53:52.549000+00:00,24.8
2021-07-12 23:54:22.549000+00:00,24.8
2021-07-12 23:54:52.549000+00:00,24.8
2021-07-12 23:55:22.549000+00:00,24.8
2021-07-12 23:55:52.549000+00:00,24.8
2021-07-12 23:56:22.549000+00:00,24.8
2021-07-12 23:56:52.549000+00:00,24.8
2021-07-12 23:57:22.549000+00:00,24.8
2021-07-12 23:57:52.549000+00:00,24.8
2021-07-12 23:58:22.549000+00:00,24.8
2021-07-12 23:58:39.917000+00:00,24.8
2021-07-12 23:59:09.917000+00:00,24.8
2021-07-12 23:59:39.917000+00:00,24.8
2021-07-13 00:00:09.917000+00:00,24.8
2021-07-13 00:00:39.917000+00:00,24.8
2021-07-13 00:01:09.917000+00:00,24.8
2021-07-13 00:01:39.917000+00:00,24.8
2021-07-13 00:02:09.917000+00:00,24.8
2021-07-13 00:02:39.917000+00:00,24.8
2021-07-13 00:03:09.917000+00:00,24.8
2021-07-13 00:03:39.917000+00:00,24.8
2021-07-13 00:04:09.917000+00:00,24.8
2021-07-13 00:04:39.917000+00:00,24.8
