timestamp,temperature
2021-07-12 23:48:40.055000+00:00,24.4
2021-07-12 23:49:10.055000+00:00,24.4
2021-07-12 23:49:40.055000+00:00,24.4
2021-07-12 23:50:10.055000+00:00,24.4
2021-07-12 23:50:40.055000+00:00,24.4
2021-07-12 23:51:10.055000+00:00,24.4
2021-07-12 23:51:40.055000+00:00,24.4
2021-07-12 23:52:10.055000+00:00,24.4
2021-07-12 23:52:40.055000+00:00,24.4
2021-07-12 23:53:10.055000+00:00,24.4
2021-07-12 23:53:40.055000+00:00,24.4
2021-07-12 23:54:10.055000+00:00,24.4
2021-07-12 23:54:40.055000+00:00,24.4
2021-07-12 23:55:10.055000+00:00,24.4
2021-07-12 23:55:40.055000+00:00,24.4
2021-07-12 23:56:10.055000+00:00,24.4
2021-07-12 23:56:40.055000+00:00,24.4
2021-07-12 23:57:10.055000+00:00,24.35
2021-07-12 23:57:40.055000+00:00,24.4
2021-07-12 23:58:10.055000+00:00,24.4
2021-07-12 23:58:40.055000+00:00,24.4
2021-07-12 23:59:10.055000+00:00,24.4
2021-07-12 23:59:40.055000+00:00,24.35
2021-07-13 00:00:10.055000+00:00,24.4
2021-07-13 00:00:40.055000+00:00,24.4
2021-07-13 00:01:10.055000+00:00,24.4
2021-07-13 00:01:40.055000+00:00,24.35
2021-07-13 00:02:10.055000+00:00,24.4
2021-07-13 00:02:40.055000+00:00,24.35
2021-07-13 00:03:10.055000+00:00,24.4
2021-07-13 00:04:48.708000+00:00,24.35
2021-07-13 00:05:18.708000+00:00,24.35
2021-07-13 00:05:48.708000+00:00,24.4
2021-07-13 00:06:18.708000+00:00,24.35
2021-07-13 00:06:48.708000+00:00,24.35
2021-07-13 00:07:18.708000+00:00,24.35
2021-07-13 00:07:48.708000+00:00,24.35
2021-07-13 00:08:18.708000+00:00,24.4
2021-07-13 00:08:48.708000+00:00,24.35
2021-07-13 00:09:18.708000+00:00,24.35
2021-07-13 00:09:48.708000+00:00,24.35
2021-07-13 00:10:18.708000+00:00,24.35
2021-07-13 00:10:48.708000+00:00,24.35
2021-07-13 00:11:18.708000+00:00,24.35
2021-07-13 00:11:48.708000+00:00,24.35
2021-07-13 00:12:18.708000+00:00,24.35
2021-07-13 00:12:48.708000+00:00,24.35
2021-07-13 00:13:18.708000+00:00,24.35
2021-07-13 00:13:48.708000+00:00,24.35
2021-07-13 00:14:18.708000+00:00,24.35
2021-07-13 00:14:48.708000+00:00,24.35
2021-07-13 00:15:18.708000+00:00,24.35
2021-07-13 00:15:48.708000+00:00,24.35
2021-07-13 00:16:18.708000+00:00,24.35
2021-07-13 00:16:48.708000+00:00,24.35
2021-07-13 00:17:18.708000+00:00,24.35
2021-07-13 00:17:48.708000+00:00,24.35
2021-07-13 00:18:18.708000+00:00,24.35
2021-07-13 00:18:48.708000+00:00,24.35
2021-07-13 00:19:18.708000+00:00,24.35
2021-07-13 00:20:58.371000+00:00,24.35
2021-07-13 00:21:28.371000+00:00,24.35
2021-07-13 00:21:58.371000+00:00,24.35
2021-07-13 00:22:28.371000+00:00,24.35
2021-07-13 00:22:58.371000+00:00,24.35
2021-07-13 00:23:28.371000+00:00,24.35
2021-07-13 00:23:58.371000+00:00,24.35
2021-07-13 00:24:28.371000+00:00,24.35
2021-07-13 00:24:58.371000+00:00,24.35
2021-07-13 00:25:28.371000+00:00,24.35
2021-07-13 00:25:58.371000+00:00,24.35
2021-07-13 00:26:28.371000+00:00,24.35
2021-07-13 00:26:58.371000+00:00,24.35
2021-07-13 00:27:28.371000+00:00,24.35
2021-07-13 00:27:58.371000+00:00,24.35
2021-07-13 00:28:28.371000+00:00,24.35
2021-07-13 00:28:58.371000+00:00,24.35
2021-07-13 00:29:28.371000+00:00,24.35
2021-07-13 00:29:58.371000+00:00,24.35
2021-07-13 00:30:28.371000+00:00,24.35
2021-07-13 00:30:58.371000+00:00,24.35
2021-07-13 00:31:28.371000+00:00,24.35
2021-07-13 00:31:58.371000+00:00,24.35
2021-07-13 00:32:28.371000+00:00,24.35
2021-07-13 00:32:58.371000+00:00,24.35
2021-07-13 00:33:28.371000+00:00,24.35
2021-07-13 00:33:58.371000+00:00,24.35
2021-07-13 00:34:28.371000+00:00,24.35
2021-07-13 00:34:58.371000+00:00,24.35
2021-07-13 00:35:28.371000+00:00,24.35
2021-07-13 00:37:07.831000+00:00,24.35
2021-07-13 00:37:37.831000+00:00,24.35
2021-07-13 00:38:07.831000+00:00,24.35
2021-07-13 00:38:37.831000+00:00,24.35
2021-07-13 00:39:07.831000+00:00,24.35
2021-07-13 00:39:37.831000+00:00,24.35
2021-07-13 00:40:07.831000+00:00,24.35
2021-07-13 00:40:37.831000+00:00,24.35
2021-07-13 00:41:07.831000+00:00,24.35
2021-07-13 00:41:37.831000+00:00,24.35
2021-07-13 00:42:07.831000+00:00,24.35
2021-07-13 00:42:37.831000+00:00,24.35
2021-07-13 00:43:07.831000+00:00,24.35
2021-07-13 00:43:37.831000+00:00,24.35
2021-07-13 00:44:07.831000+00:00,24.35
2021-07-13 00:44:37.831000+00:00,24.35
2021-07-13 00:45:07.831000+00:00,24.35
2021-07-13 00:45:37.831000+00:00,24.35
2021-07-13 00:46:07.831000+00:00,24.35
2021-07-13 00:46:37.831000+00:00,24.35
2021-07-13 00:47:07.831000+00:00,24.35
2021-07-13 00:47:37.831000+00:00,24.3
2021-07-13 00:48:07.831000+00:00,24.3
2021-07-13 00:48:37.831000+00:00,24.35
2021-07-13 00:49:07.831000+00:00,24.35
2021-07-13 00:49:37.831000+00:00,24.35
2021-07-13 00:50:07.831000+00:00,24.3
2021-07-13 00:50:37.831000+00:00,24.35
2021-07-13 00:51:07.831000+00:00,24.35
2021-07-13 00:51:37.831000+00:00,24.3
2021-07-13 00:53:17.254000+00:00,24.35
2021-07-13 00:53:47.254000+00:00,24.35
2021-07-13 00:54:17.254000+00:00,24.3
2021-07-13 00:54:47.254000+00:00,24.35
2021-07-13 00:55:17.254000+00:00,24.3
2021-07-13 00:55:47.254000+00:00,24.3
2021-07-13 00:56:17.254000+00:00,24.3
2021-07-13 00:56:47.254000+00:00,24.35
2021-07-13 00:57:17.254000+00:00,24.3
