timestamp,temperature
2021-07-12 23:41:14.625000+00:00,24.6
2021-07-12 23:41:44.625000+00:00,24.6
2021-07-12 23:42:14.625000+00:00,24.6
2021-07-12 23:42:44.625000+00:00,24.6
2021-07-12 23:43:14.625000+00:00,24.6
2021-07-12 23:43:44.625000+00:00,24.6
2021-07-12 23:44:14.625000+00:00,24.6
2021-07-12 23:44:44.625000+00:00,24.6
2021-07-12 23:45:14.625000+00:00,24.6
2021-07-12 23:45:44.625000+00:00,24.6
2021-07-12 23:46:14.625000+00:00,24.6
2021-07-12 23:46:44.625000+00:00,24.6
2021-07-12 23:47:14.625000+00:00,24.6
2021-07-12 23:47:44.625000+00:00,24.6
2021-07-12 23:48:14.625000+00:00,24.6
2021-07-12 23:48:44.625000+00:00,24.6
2021-07-12 23:49:14.625000+00:00,24.6
2021-07-12 23:49:44.625000+00:00,24.6
2021-07-12 23:50:14.625000+00:00,24.6
2021-07-12 23:50:44.625000+00:00,24.6
2021-07-12 23:51:14.625000+00:00,24.6
2021-07-12 23:51:44.625000+00:00,24.6
2021-07-12 23:52:14.625000+00:00,24.6
2021-07-12 23:52:44.625000+00:00,24.6
2021-07-12 23:53:14.625000+00:00,24.6
2021-07-12 23:53:44.625000+00:00,24.6
2021-07-12 23:54:14.625000+00:00,24.6
2021-07-12 23:54:44.625000+00:00,24.6
2021-07-12 23:55:14.625000+00:00,24.6
2021-07-12 23:55:44.625000+00:00,24.6
2021-07-12 23:56:06.373000+00:00,24.6
2021-07-12 23:56:36.373000+00:00,24.6
2021-07-12 23:57:06.373000+00:00,24.6
2021-07-12 23:57:36.373000+00:00,24.6
2021-07-12 23:58:06.373000+00:00,24.6
2021-07-12 23:58:36.373000+00:00,24.6
2021-07-12 23:59:06.373000+00:00,24.6
2021-07-12 23:59:36.373000+00:00,24.6
2021-07-13 00:00:06.373000+00:00,24.6
2021-07-13 00:00:36.373000+00:00,24.6
2021-07-13 00:01:06.373000+00:00,24.6
2021-07-13 00:01:36.373000+00:00,24.6
2021-07-13 00:02:06.373000+00:00,24.6
2021-07-13 00:02:36.373000+00:00,24.6
2021-07-13 00:03:06.373000+00:00,24.6
2021-07-13 00:03:36.373000+00:00,24.6
2021-07-13 00:04:06.373000+00:00,24.6
2021-07-13 00:04:36.373000+00:00,24.6
2021-07-13 00:05:06.373000+00:00,24.6
2021-07-13 00:05:36.373000+00:00,24.6
2021-07-13 00:06:06.373000+00:00,24.6
2021-07-13 00:06:36.373000+00:00,24.6
2021-07-13 00:07:06.373000+00:00,24.6
2021-07-13 00:07:36.373000+00:00,24.6
2021-07-13 00:08:06.373000+00:00,24.6
2021-07-13 00:08:36.373000+00:00,24.6
2021-07-13 00:09:06.373000+00:00,24.55
2021-07-13 00:09:36.373000+00:00,24.6
2021-07-13 00:10:06.373000+00:00,24.55
2021-07-13 00:10:36.373000+00:00,24.6
2021-07-13 00:10:58.364000+00:00,24.6
2021-07-13 00:11:28.364000+00:00,24.6
2021-07-13 00:11:58.364000+00:00,24.55
2021-07-13 00:12:28.364000+00:00,24.6
2021-07-13 00:12:58.364000+00:00,24.55
2021-07-13 00:13:28.364000+00:00,24.55
2021-07-13 00:13:58.364000+00:00,24.6
2021-07-13 00:14:28.364000+00:00,24.6
2021-07-13 00:14:58.364000+00:00,24.6
2021-07-13 00:15:28.364000+00:00,24.6
2021-07-13 00:15:58.364000+00:00,24.6
2021-07-13 00:16:28.364000+00:00,24.6
2021-07-13 00:16:58.364000+00:00,24.6
2021-07-13 00:17:28.364000+00:00,24.6
2021-07-13 00:17:58.364000+00:00,24.6
2021-07-13 00:18:28.364000+00:00,24.6
2021-07-13 00:18:58.364000+00:00,24.6
2021-07-13 00:19:28.364000+00:00,24.55
2021-07-13 00:19:58.364000+00:00,24.55
2021-07-13 00:20:28.364000+00:00,24.6
2021-07-13 00:20:58.364000+00:00,24.55
2021-07-13 00:21:28.364000+00:00,24.55
2021-07-13 00:21:58.364000+00:00,24.55
2021-07-13 00:22:28.364000+00:00,24.55
2021-07-13 00:22:58.364000+00:00,24.55
2021-07-13 00:23:28.364000+00:00,24.55
2021-07-13 00:23:58.364000+00:00,24.55
2021-07-13 00:24:28.364000+00:00,24.55
2021-07-13 00:24:58.364000+00:00,24.55
2021-07-13 00:25:28.364000+00:00,24.55
2021-07-13 00:25:49.918000+00:00,24.55
2021-07-13 00:26:19.918000+00:00,24.55
2021-07-13 00:26:49.918000+00:00,24.55
2021-07-13 00:27:19.918000+00:00,24.55
2021-07-13 00:27:49.918000+00:00,24.55
2021-07-13 00:28:19.918000+00:00,24.55
2021-07-13 00:28:49.918000+00:00,24.55
2021-07-13 00:29:19.918000+00:00,24.55
2021-07-13 00:29:49.918000+00:00,24.55
2021-07-13 00:30:19.918000+00:00,24.55
2021-07-13 00:30:49.918000+00:00,24.55
2021-07-13 00:31:19.918000+00:00,24.55
2021-07-13 00:31:49.918000+00:00,24.55
2021-07-13 00:32:19.918000+00:00,24.55
2021-07-13 00:32:49.918000+00:00,24.55
2021-07-13 00:33:19.918000+00:00,24.55
2021-07-13 00:33:49.918000+00:00,24.55
2021-07-13 00:34:19.918000+00:00,24.55
2021-07-13 00:34:49.918000+00:00,24.55
2021-07-13 00:35:19.918000+00:00,24.55
2021-07-13 00:35:49.918000+00:00,24.55
2021-07-13 00:36:19.918000+00:00,24.55
2021-07-13 00:36:49.918000+00:00,24.55
2021-07-13 00:37:19.918000+00:00,24.55
2021-07-13 00:37:49.918000+00:00,24.55
2021-07-13 00:38:19.918000+00:00,24.55
2021-07-13 00:38:49.918000+00:00,24.55
2021-07-13 00:39:19.918000+00:00,24.55
2021-07-13 00:39:49.918000+00:00,24.55
2021-07-13 00:40:19.918000+00:00,24.55
2021-07-13 00:40:41.141000+00:00,24.55
2021-07-13 00:41:11.141000+00:00,24.55
2021-07-13 00:41:41.141000+00:00,24.55
2021-07-13 00:42:11.141000+00:00,24.55
2021-07-13 00:42:41.141000+00:00,24.55
2021-07-13 00:43:11.141000+00:00,24.55
2021-07-13 00:43:41.141000+00:00,24.55
2021-07-13 00:44:11.141000+00:00,24.55
2021-07-13 00:44:41.141000+00:00,24.55
2021-07-13 00:45:11.141000+00:00,24.55
2021-07-13 00:45:41.141000+00:00,24.55
2021-07-13 00:46:11.141000+00:00,24.55
2021-07-13 00:46:41.141000+00:00,24.55
2021-07-13 00:47:11.141000+00:00,24.55
2021-07-13 00:47:41.141000+00:00,24.55
2021-07-13 00:48:11.141000+00:00,24.55
2021-07-13 00:48:41.141000+00:00,24.55
2021-07-13 00:49:11.141000+00:00,24.55
2021-07-13 00:49:41.141000+00:00,24.55
2021-07-13 00:50:11.141000+00:00,24.55
2021-07-13 00:50:41.141000+00:00,24.55
2021-07-13 00:51:11.141000+00:00,24.55
2021-07-13 00:51:41.141000+00:00,24.55
2021-07-13 00:52:11.141000+00:00,24.55
2021-07-13 00:52:41.141000+00:00,24.55
2021-07-13 00:53:11.141000+00:00,24.55
2021-07-13 00:53:41.141000+00:00,24.55
2021-07-13 00:54:11.141000+00:00,24.55
2021-07-13 00:54:41.141000+00:00,24.55
2021-07-13 00:55:11.141000+00:00,24.55
2021-07-13 00:55:33.482000+00:00,24.55
2021-07-13 00:56:03.482000+00:00,24.55
2021-07-13 00:56:33.482000+00:00,24.55
2021-07-13 00:57:03.482000+00:00,24.55
2021-07-13 00:57:33.482000+00:00,24.55
2021-07-13 00:58:03.482000+00:00,24.55
2021-07-13 00:58:33.482000+00:00,24.55
2021-07-13 00:59:03.482000+00:00,24.55
2021-07-13 00:59:33.482000+00:00,24.55
2021-07-13 01:00:03.482000+00:00,24.5
2021-07-13 01:00:33.482000+00:00,24.55
2021-07-13 01:01:03.482000+00:00,24.55
2021-07-13 01:01:33.482000+00:00,24.55
2021-07-13 01:02:03.482000+00:00,24.55
2021-07-13 01:02:33.482000+00:00,24.55
2021-07-13 01:03:03.482000+00:00,24.55
2021-07-13 01:03:33.482000+00:00,24.55
2021-07-13 01:04:03.482000+00:00,24.55
2021-07-13 01:04:33.482000+00:00,24.55
2021-07-13 01:05:03.482000+00:00,24.55
2021-07-13 01:05:33.482000+00:00,24.55
2021-07-13 01:06:03.482000+00:00,24.55
2021-07-13 01:06:33.482000+00:00,24.5
2021-07-13 01:07:03.482000+00:00,24.55
2021-07-13 01:07:33.482000+00:00,24.55
2021-07-13 01:08:03.482000+00:00,24.5
2021-07-13 01:08:33.482000+00:00,24.55
2021-07-13 01:09:03.482000+00:00,24.55
2021-07-13 01:09:33.482000+00:00,24.55
2021-07-13 01:10:03.482000+00:00,24.55
